cell_line,reported_sex,DDX3Y_expression,DDX3Y_expression_category,EIF1AY_expression,EIF1AY_expression_category,KDM5D_expression,KDM5D_expression_category,NLGN4Y_expression,NLGN4Y_expression_category,RPS4Y1_expression,RPS4Y1_expression_category,TMSB4Y_expression,TMSB4Y_expression_category,USP9Y_expression,USP9Y_expression_category,UTY_expression,UTY_expression_category,ZFY_expression,ZFY_expression_category
NUDUL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,male,34,low_expression,4,low_expression,4,low_expression,0,low_expression,66,low_expression,2,low_expression,16,low_expression,2,low_expression,6,low_expression
NUGC2_STOMACH,female,36,low_expression,7,low_expression,8,low_expression,2,low_expression,60,low_expression,0,low_expression,9,low_expression,0,low_expression,3,low_expression
NUGC3_STOMACH,male,33,low_expression,12,low_expression,21,low_expression,2,low_expression,83,low_expression,0,low_expression,13,low_expression,8,low_expression,15,low_expression
NUGC4_STOMACH,female,19,low_expression,1,low_expression,4,low_expression,2,low_expression,30,low_expression,0,low_expression,9,low_expression,3,low_expression,1,low_expression
OAW28_OVARY,female,10,low_expression,4,low_expression,5,low_expression,0,low_expression,61,low_expression,2,low_expression,8,low_expression,5,low_expression,3,low_expression
OAW42_OVARY,female,23,low_expression,3,low_expression,6,low_expression,11,low_expression,36,low_expression,0,low_expression,7,low_expression,9,low_expression,4,low_expression
OC314_OVARY,female,21,low_expression,8,low_expression,2,low_expression,6,low_expression,22,low_expression,0,low_expression,3,low_expression,2,low_expression,3,low_expression
OCIAML2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,male,18096,high_expression,4272,high_expression,13571,high_expression,0,low_expression,76020,high_expression,101,high_expression,14,low_expression,4952,high_expression,2844,high_expression
OCIAML3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,male,229,intermediate_expression,29,low_expression,71,low_expression,0,low_expression,1251,intermediate_expression,0,low_expression,8,low_expression,24,low_expression,17,low_expression
OCIAML5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,male,14858,high_expression,4669,high_expression,28876,high_expression,3,low_expression,73040,high_expression,334,high_expression,213,intermediate_expression,2732,high_expression,2061,high_expression
OCILY19_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,female,16,low_expression,0,low_expression,3,low_expression,2,low_expression,29,low_expression,3,low_expression,3,low_expression,3,low_expression,5,low_expression
OCILY3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,NA,54277,high_expression,22061,high_expression,28906,high_expression,3708,high_expression,99605,high_expression,728,high_expression,16860,high_expression,9207,high_expression,4540,high_expression
OCIM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,NA,11,low_expression,4,low_expression,6,low_expression,0,low_expression,22,low_expression,1,low_expression,5,low_expression,4,low_expression,1,low_expression
OCIMY5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,NA,21718,high_expression,9900,high_expression,6851,high_expression,0,low_expression,27,low_expression,1049,high_expression,6050,high_expression,4823,high_expression,1009,high_expression
OCIMY7_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,NA,22370,high_expression,4471,high_expression,12195,high_expression,0,low_expression,41369,high_expression,20,low_expression,4830,high_expression,1172,high_expression,1186,high_expression
OCUM1_STOMACH,female,17,low_expression,6,low_expression,4,low_expression,0,low_expression,40,low_expression,4,low_expression,4,low_expression,2,low_expression,5,low_expression
OE19_OESOPHAGUS,male,18,low_expression,0,low_expression,7,low_expression,5,low_expression,40,low_expression,0,low_expression,6,low_expression,3,low_expression,2,low_expression
OE21_OESOPHAGUS,male,1691,high_expression,1161,high_expression,863,high_expression,400,intermediate_expression,8566,high_expression,54,intermediate_expression,715,high_expression,506,high_expression,443,high_expression
OE33_OESOPHAGUS,female,19,low_expression,2,low_expression,3,low_expression,1,low_expression,30,low_expression,6,low_expression,4,low_expression,5,low_expression,3,low_expression
OELE_OVARY,NA,13,low_expression,4,low_expression,2,low_expression,8,low_expression,30,low_expression,0,low_expression,6,low_expression,4,low_expression,3,low_expression
ONCODG1_OVARY,female,23,low_expression,9,low_expression,8,low_expression,2,low_expression,46,low_expression,0,low_expression,4,low_expression,5,low_expression,10,low_expression
ONS76_CENTRAL_NERVOUS_SYSTEM,female,17,low_expression,1,low_expression,8,low_expression,11,low_expression,33,low_expression,0,low_expression,5,low_expression,3,low_expression,0,low_expression
OPM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,NA,16,low_expression,1,low_expression,3,low_expression,0,low_expression,11,low_expression,0,low_expression,2,low_expression,2,low_expression,1,low_expression
OPM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,female,25,low_expression,6,low_expression,5,low_expression,1,low_expression,44,low_expression,4,low_expression,7,low_expression,0,low_expression,4,low_expression
OSRC2_KIDNEY,male,18398,high_expression,4458,high_expression,6686,high_expression,2981,high_expression,42296,high_expression,215,high_expression,7870,high_expression,3131,high_expression,2727,high_expression
OUMS23_LARGE_INTESTINE,NA,26,low_expression,5,low_expression,12,low_expression,1,low_expression,53,low_expression,0,low_expression,15,low_expression,4,low_expression,6,low_expression
OV56_OVARY,female,23,low_expression,5,low_expression,3,low_expression,0,low_expression,57,low_expression,3,low_expression,5,low_expression,5,low_expression,6,low_expression
OV7_OVARY,female,16,low_expression,2,low_expression,17,low_expression,2,low_expression,69,low_expression,0,low_expression,8,low_expression,8,low_expression,2,low_expression
OV90_OVARY,female,11,low_expression,2,low_expression,5,low_expression,1,low_expression,25,low_expression,0,low_expression,4,low_expression,4,low_expression,0,low_expression
OVCAR4_OVARY,female,19,low_expression,2,low_expression,4,low_expression,0,low_expression,48,low_expression,0,low_expression,2,low_expression,0,low_expression,0,low_expression
OVCAR8_OVARY,female,26,low_expression,6,low_expression,7,low_expression,0,low_expression,54,low_expression,0,low_expression,4,low_expression,2,low_expression,2,low_expression
OVISE_OVARY,female,16,low_expression,19,low_expression,20,low_expression,2,low_expression,56,low_expression,0,low_expression,6,low_expression,2,low_expression,0,low_expression
OVK18_OVARY,female,83,low_expression,25,low_expression,18,low_expression,5,low_expression,114,low_expression,7,low_expression,29,low_expression,14,low_expression,7,low_expression
OVKATE_OVARY,female,10,low_expression,5,low_expression,9,low_expression,7,low_expression,49,low_expression,1,low_expression,2,low_expression,4,low_expression,5,low_expression
OVMANA_OVARY,female,10,low_expression,12,low_expression,14,low_expression,0,low_expression,50,low_expression,0,low_expression,9,low_expression,0,low_expression,0,low_expression
OVSAHO_OVARY,female,16,low_expression,0,low_expression,10,low_expression,0,low_expression,41,low_expression,1,low_expression,5,low_expression,0,low_expression,4,low_expression
OVTOKO_OVARY,female,26,low_expression,8,low_expression,7,low_expression,32,low_expression,35,low_expression,0,low_expression,8,low_expression,9,low_expression,6,low_expression
P12ICHIKAWA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,male,47,low_expression,14,low_expression,58,low_expression,3,low_expression,251,low_expression,1,low_expression,20,low_expression,32,low_expression,8,low_expression
P31FUJ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,male,16881,high_expression,7463,high_expression,7823,high_expression,4,low_expression,34871,high_expression,394,high_expression,3777,high_expression,3922,high_expression,3706,high_expression
P3HR1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,male,16789,high_expression,14973,high_expression,15,low_expression,0,low_expression,51,low_expression,18,low_expression,6187,high_expression,4743,high_expression,4,low_expression
PANC0203_PANCREAS,female,30,low_expression,21,low_expression,16,low_expression,0,low_expression,71,low_expression,3,low_expression,8,low_expression,11,low_expression,5,low_expression
PANC0213_PANCREAS,female,17,low_expression,4,low_expression,7,low_expression,0,low_expression,50,low_expression,5,low_expression,6,low_expression,5,low_expression,4,low_expression
PANC0327_PANCREAS,female,22,low_expression,0,low_expression,9,low_expression,1,low_expression,50,low_expression,0,low_expression,15,low_expression,8,low_expression,0,low_expression
PANC0403_PANCREAS,male,31,low_expression,1,low_expression,5,low_expression,0,low_expression,45,low_expression,0,low_expression,4,low_expression,6,low_expression,4,low_expression
PANC0504_PANCREAS,female,21,low_expression,14,low_expression,5,low_expression,2,low_expression,72,low_expression,6,low_expression,4,low_expression,11,low_expression,4,low_expression
PANC0813_PANCREAS,male,11,low_expression,4,low_expression,4,low_expression,2,low_expression,42,low_expression,0,low_expression,2,low_expression,3,low_expression,0,low_expression
PANC1005_PANCREAS,male,23,low_expression,2,low_expression,10,low_expression,2,low_expression,35,low_expression,2,low_expression,13,low_expression,2,low_expression,2,low_expression
PANC1_PANCREAS,male,49,low_expression,6,low_expression,3,low_expression,2,low_expression,51,low_expression,4,low_expression,6,low_expression,6,low_expression,7,low_expression
PATU8902_PANCREAS,female,11,low_expression,4,low_expression,0,low_expression,0,low_expression,36,low_expression,0,low_expression,7,low_expression,1,low_expression,5,low_expression
PATU8988S_PANCREAS,female,145,low_expression,17,low_expression,43,low_expression,4,low_expression,327,low_expression,0,low_expression,27,low_expression,20,low_expression,5,low_expression
PATU8988T_PANCREAS,female,13,low_expression,6,low_expression,6,low_expression,0,low_expression,24,low_expression,0,low_expression,4,low_expression,0,low_expression,3,low_expression
PC14_LUNG,NA,20,low_expression,9,low_expression,1,low_expression,3,low_expression,23,low_expression,0,low_expression,3,low_expression,3,low_expression,2,low_expression
PC3_PROSTATE,male,7,low_expression,6,low_expression,10,low_expression,0,low_expression,48,low_expression,0,low_expression,5,low_expression,3,low_expression,8,low_expression
PC9_LUNG,NA,9,low_expression,1,low_expression,10,low_expression,0,low_expression,21,low_expression,0,low_expression,6,low_expression,0,low_expression,0,low_expression
PECAPJ15_UPPER_AERODIGESTIVE_TRACT,male,5108,high_expression,2157,high_expression,4122,high_expression,789,intermediate_expression,14026,high_expression,223,high_expression,3970,high_expression,2259,high_expression,952,high_expression
PECAPJ34CLONEC12_UPPER_AERODIGESTIVE_TRACT,male,25,low_expression,5,low_expression,14,low_expression,0,low_expression,108,low_expression,6,low_expression,20,low_expression,1,low_expression,6,low_expression
PECAPJ41CLONED2_UPPER_AERODIGESTIVE_TRACT,female,9,low_expression,10,low_expression,5,low_expression,2,low_expression,46,low_expression,0,low_expression,11,low_expression,4,low_expression,6,low_expression
PECAPJ49_UPPER_AERODIGESTIVE_TRACT,male,29,low_expression,16,low_expression,10,low_expression,0,low_expression,72,low_expression,6,low_expression,12,low_expression,2,low_expression,2,low_expression
PEER_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,female,25,low_expression,2,low_expression,10,low_expression,2,low_expression,57,low_expression,4,low_expression,8,low_expression,5,low_expression,5,low_expression
PF382_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,female,74,low_expression,40,low_expression,17,low_expression,42,low_expression,105,low_expression,2,low_expression,24,low_expression,16,low_expression,10,low_expression
PFEIFFER_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,male,19123,high_expression,13392,high_expression,24043,high_expression,3442,high_expression,42560,high_expression,512,high_expression,10369,high_expression,9596,high_expression,4150,high_expression
PK1_PANCREAS,NA,9823,high_expression,3956,high_expression,3414,high_expression,105,low_expression,23,low_expression,137,high_expression,4603,high_expression,2042,high_expression,2,low_expression
PK45H_PANCREAS,NA,33,low_expression,12,low_expression,6,low_expression,0,low_expression,88,low_expression,2,low_expression,8,low_expression,5,low_expression,0,low_expression
PK59_PANCREAS,NA,23,low_expression,5,low_expression,2,low_expression,4,low_expression,89,low_expression,6,low_expression,14,low_expression,10,low_expression,4,low_expression
PL21_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,male,15692,high_expression,4837,high_expression,12111,high_expression,5,low_expression,88422,high_expression,270,high_expression,5,low_expression,4649,high_expression,3296,high_expression
PLB985_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,NA,12,low_expression,7,low_expression,7,low_expression,1,low_expression,25,low_expression,0,low_expression,10,low_expression,3,low_expression,0,low_expression
PLCPRF5_LIVER,male,26,low_expression,3,low_expression,10,low_expression,30,low_expression,42,low_expression,4,low_expression,8,low_expression,4,low_expression,8,low_expression
PRECLH_PROSTATE,NA,9885,high_expression,1177,high_expression,5467,high_expression,293,intermediate_expression,12946,high_expression,16,low_expression,13329,high_expression,2753,high_expression,1678,high_expression
PSN1_PANCREAS,NA,10,low_expression,12,low_expression,8,low_expression,0,low_expression,28,low_expression,1,low_expression,5,low_expression,0,low_expression,1,low_expression
QGP1_PANCREAS,male,21,low_expression,7,low_expression,6,low_expression,0,low_expression,31,low_expression,1,low_expression,5,low_expression,6,low_expression,3,low_expression
RAJI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,male,39350,high_expression,13732,high_expression,9666,high_expression,0,low_expression,66275,high_expression,7,low_expression,6291,high_expression,4679,high_expression,2922,high_expression
