"CCLE_ID","reported_sex","predicted_sex","pathology","scc_inclusive","scc_conservative","XIST_Expression_Level","Y_Expression_Level","Y_Expression_Status","RPS4Y1_Expression_Level","ZFY_Expression_Level","USP9Y_Expression_Level","DDX3Y_Expression_Level","UTY_Expression_Level","KDM5D_Expression_Level","EIF1AY_Expression_Level"
"NCIH82_LUNG","male",NA,"metastasis","XX","X0","intermediate","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"NCIH838_LUNG","male",NA,"metastasis","X0","X0","not_expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"NCIH841_LUNG","male",NA,"metastasis","XY","XY","not_expressed","expressed","mixed","expressed","intermediate","intermediate","expressed","intermediate","expressed","expressed"
"NCIH854_LUNG","unknown","male","primary","XY","X0","not_expressed","intermediate","mixed","not_expressed","not_expressed","not_expressed","intermediate","not_expressed","not_expressed","not_expressed"
"NCIH889_LUNG","female",NA,"metastasis","XX","XX","expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"NCIH929_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","female",NA,"metastasis","X0","X0","not_expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"NCIN87_STOMACH","male",NA,"metastasis","XY","XY","not_expressed","expressed","mixed","expressed","intermediate","expressed","expressed","intermediate","expressed","expressed"
"NCO2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","female",NA,"primary","X0","X0","not_expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"NH6_AUTONOMIC_GANGLIA","female",NA,"primary","XX","XX","expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"NHAHTDD_CENTRAL_NERVOUS_SYSTEM","unknown","male",NA,"XY","XY","not_expressed","expressed","mixed","expressed","intermediate","expressed","expressed","intermediate","expressed","expressed"
"NIHOVCAR3_OVARY","female",NA,"metastasis","XX","XX","expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"NMCG1_CENTRAL_NERVOUS_SYSTEM","unknown","female","primary","XX","XX","expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"NOMO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","female",NA,"primary","XX","XX","expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"NUDHL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","male",NA,"metastasis","XY","XY","not_expressed","expressed","mixed","expressed","intermediate","intermediate","expressed","intermediate","intermediate","expressed"
"NUDUL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","male",NA,"metastasis","X0","X0","not_expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"NUGC2_STOMACH","female",NA,"primary","X0","X0","not_expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"NUGC3_STOMACH","male",NA,"primary","X0","X0","not_expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"NUGC4_STOMACH","female",NA,"metastasis","XX","X0","intermediate","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"OAW28_OVARY","female",NA,"primary","X0","X0","not_expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"OAW42_OVARY","female",NA,"metastasis","XX","XX","expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"OC314_OVARY","female",NA,"metastasis","XX","XX","expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"OCIAML2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","male",NA,"primary","XY","XY","not_expressed","expressed","mixed","expressed","intermediate","not_expressed","expressed","intermediate","expressed","expressed"
"OCIAML3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","male",NA,"primary","XY","X0","not_expressed","intermediate","mixed","expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"OCIAML5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","male",NA,"primary","XY","XY","not_expressed","expressed","mixed","expressed","intermediate","not_expressed","expressed","intermediate","expressed","expressed"
"OCILY19_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","female",NA,"primary","XX","XX","expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"OCILY3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","unknown","male","primary","XY","XY","not_expressed","expressed","mixed","expressed","intermediate","expressed","expressed","intermediate","expressed","expressed"
"OCIM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","unknown",NA,"primary","X0","X0","not_expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"OCIMY5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","unknown","male",NA,"XY","XY","not_expressed","expressed","mixed","not_expressed","intermediate","expressed","expressed","intermediate","expressed","expressed"
"OCIMY7_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","unknown","male",NA,"XY","XY","not_expressed","expressed","mixed","expressed","intermediate","intermediate","expressed","intermediate","expressed","expressed"
"OCUM1_STOMACH","female",NA,"primary","XX","XX","expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"OE19_OESOPHAGUS","male",NA,"primary","X0","X0","not_expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"OE21_OESOPHAGUS","male",NA,"primary","XY","X0","not_expressed","intermediate","mixed","expressed","not_expressed","intermediate","intermediate","not_expressed","intermediate","intermediate"
"OE33_OESOPHAGUS","female",NA,"primary","X0","X0","not_expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"OELE_OVARY","unknown","female",NA,"XX","XX","expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"ONCODG1_OVARY","female",NA,"metastasis","X0","X0","not_expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"ONS76_CENTRAL_NERVOUS_SYSTEM","female",NA,"primary","X0","X0","not_expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"OPM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","unknown","female",NA,"XX","XX","expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"OPM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","female",NA,"primary","XX","XX","expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"OSRC2_KIDNEY","male",NA,"primary","XY","XY","not_expressed","expressed","mixed","expressed","intermediate","expressed","expressed","intermediate","expressed","expressed"
"OUMS23_LARGE_INTESTINE","unknown",NA,"primary","X0","X0","not_expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"OV56_OVARY","female",NA,"primary","XX","XX","expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"OV7_OVARY","female",NA,"primary","XX","XX","expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"OV90_OVARY","female",NA,"metastasis","XX","XX","expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"OVCAR4_OVARY","female",NA,"primary","XX","XX","expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"OVCAR8_OVARY","female",NA,"primary","X0","X0","not_expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"OVISE_OVARY","female",NA,"metastasis","X0","X0","not_expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"OVK18_OVARY","female",NA,"primary","XXY","XX","expressed","intermediate","mixed","intermediate","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"OVKATE_OVARY","female",NA,"primary","X0","X0","not_expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"OVMANA_OVARY","female",NA,"primary","X0","X0","not_expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"OVSAHO_OVARY","female",NA,"metastasis","X0","X0","not_expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"OVTOKO_OVARY","female",NA,"metastasis","X0","X0","not_expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"P12ICHIKAWA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","male",NA,"primary","XY","X0","not_expressed","intermediate","mixed","intermediate","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"P31FUJ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","male",NA,"primary","XXY","XY","intermediate","expressed","mixed","expressed","intermediate","intermediate","expressed","intermediate","expressed","expressed"
"P3HR1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","male",NA,"metastasis","XY","XY","not_expressed","expressed","mixed","not_expressed","not_expressed","expressed","expressed","intermediate","not_expressed","expressed"
"PANC0203_PANCREAS","female",NA,"primary","XX","XX","expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"PANC0213_PANCREAS","female",NA,"primary","XX","XX","expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"PANC0327_PANCREAS","female",NA,"primary","X0","X0","not_expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"PANC0403_PANCREAS","male",NA,"primary","X0","X0","not_expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"PANC0504_PANCREAS","female",NA,"primary","XX","XX","expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"PANC0813_PANCREAS","male",NA,"primary","X0","X0","not_expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"PANC1_PANCREAS","male",NA,"primary","X0","X0","not_expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"PANC1005_PANCREAS","male",NA,"primary","X0","X0","not_expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"PATU8902_PANCREAS","female",NA,"primary","X0","X0","not_expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"PATU8988S_PANCREAS","female",NA,"metastasis","XXY","XX","expressed","intermediate","mixed","intermediate","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"PATU8988T_PANCREAS","female",NA,"metastasis","XX","XX","expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"PC14_LUNG","unknown",NA,"primary","X0","X0","not_expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"PC3_PROSTATE","male",NA,"metastasis","X0","X0","not_expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
